"model","method","replication","q","fpr","ssp"
"Nonparametric nonlinear","Spearman SIS",22,0.05,0.0623115577889447,1
"Nonparametric nonlinear","Spearman SIS",22,0.1,0.111557788944724,1
"Nonparametric nonlinear","Spearman SIS",22,0.2,0.218090452261307,1
"Nonparametric nonlinear","Spearman SIS",22,0.3,0.334673366834171,1
"Nonparametric nonlinear","mfscreen",23,0.001,0.00201005025125628,1
"Nonparametric nonlinear","mfscreen",23,0.005,0.00904522613065327,1
"Nonparametric nonlinear","mfscreen",23,0.01,0.0120603015075377,1
"Nonparametric nonlinear","mfscreen",23,0.025,0.0281407035175879,1
"Nonparametric nonlinear","mfscreen",23,0.05,0.0522613065326633,1
"Nonparametric nonlinear","mfscreen",23,0.1,0.0994974874371859,1
"Nonparametric nonlinear","mfscreen",23,0.2,0.190954773869347,1
"Nonparametric nonlinear","mfscreen",23,0.3,0.298492462311558,1
"Nonparametric nonlinear","Pearson SIS",23,0.001,0.00201005025125628,1
"Nonparametric nonlinear","Pearson SIS",23,0.005,0.00804020100502513,1
"Nonparametric nonlinear","Pearson SIS",23,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Pearson SIS",23,0.025,0.0281407035175879,1
"Nonparametric nonlinear","Pearson SIS",23,0.05,0.0512562814070352,1
"Nonparametric nonlinear","Pearson SIS",23,0.1,0.100502512562814,1
"Nonparametric nonlinear","Pearson SIS",23,0.2,0.198994974874372,1
"Nonparametric nonlinear","Pearson SIS",23,0.3,0.299497487437186,1
"Nonparametric nonlinear","Spearman SIS",23,0.001,0.00201005025125628,1
"Nonparametric nonlinear","Spearman SIS",23,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Spearman SIS",23,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Spearman SIS",23,0.025,0.0311557788944724,1
"Nonparametric nonlinear","Spearman SIS",23,0.05,0.0462311557788945,1
"Nonparametric nonlinear","Spearman SIS",23,0.1,0.110552763819095,1
"Nonparametric nonlinear","Spearman SIS",23,0.2,0.202010050251256,1
"Nonparametric nonlinear","Spearman SIS",23,0.3,0.309547738693467,1
"Nonparametric nonlinear","mfscreen",24,0.001,0,1
"Nonparametric nonlinear","mfscreen",24,0.005,0.00100502512562814,1
"Nonparametric nonlinear","mfscreen",24,0.01,0.00703517587939699,1
"Nonparametric nonlinear","mfscreen",24,0.025,0.0190954773869347,1
"Nonparametric nonlinear","mfscreen",24,0.05,0.0522613065326633,1
"Nonparametric nonlinear","mfscreen",24,0.1,0.10251256281407,1
"Nonparametric nonlinear","mfscreen",24,0.2,0.202010050251256,1
"Nonparametric nonlinear","mfscreen",24,0.3,0.298492462311558,1
"Nonparametric nonlinear","Pearson SIS",24,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",24,0.005,0.00100502512562814,1
"Nonparametric nonlinear","Pearson SIS",24,0.01,0.00603015075376884,1
"Nonparametric nonlinear","Pearson SIS",24,0.025,0.0180904522613065,1
"Nonparametric nonlinear","Pearson SIS",24,0.05,0.0512562814070352,1
"Nonparametric nonlinear","Pearson SIS",24,0.1,0.10251256281407,1
"Nonparametric nonlinear","Pearson SIS",24,0.2,0.2,1
"Nonparametric nonlinear","Pearson SIS",24,0.3,0.292462311557789,1
"Nonparametric nonlinear","Spearman SIS",24,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",24,0.005,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",24,0.01,0.00402010050251256,1
"Nonparametric nonlinear","Spearman SIS",24,0.025,0.0160804020100503,1
"Nonparametric nonlinear","Spearman SIS",24,0.05,0.0402010050251256,1
"Nonparametric nonlinear","Spearman SIS",24,0.1,0.0844221105527638,1
"Nonparametric nonlinear","Spearman SIS",24,0.2,0.208040201005025,1
"Nonparametric nonlinear","Spearman SIS",24,0.3,0.303517587939699,1
"Nonparametric nonlinear","mfscreen",25,0.001,0.00301507537688442,1
"Nonparametric nonlinear","mfscreen",25,0.005,0.00804020100502513,1
"Nonparametric nonlinear","mfscreen",25,0.01,0.0120603015075377,1
"Nonparametric nonlinear","mfscreen",25,0.025,0.0301507537688442,1
"Nonparametric nonlinear","mfscreen",25,0.05,0.0623115577889447,1
"Nonparametric nonlinear","mfscreen",25,0.1,0.125628140703518,1
"Nonparametric nonlinear","mfscreen",25,0.2,0.209045226130653,1
"Nonparametric nonlinear","mfscreen",25,0.3,0.303517587939699,1
"Nonparametric nonlinear","Pearson SIS",25,0.001,0.00301507537688442,1
"Nonparametric nonlinear","Pearson SIS",25,0.005,0.00804020100502513,1
"Nonparametric nonlinear","Pearson SIS",25,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Pearson SIS",25,0.025,0.0321608040201005,1
"Nonparametric nonlinear","Pearson SIS",25,0.05,0.0633165829145729,1
"Nonparametric nonlinear","Pearson SIS",25,0.1,0.123618090452261,1
"Nonparametric nonlinear","Pearson SIS",25,0.2,0.205025125628141,1
"Nonparametric nonlinear","Pearson SIS",25,0.3,0.306532663316583,1
"Nonparametric nonlinear","Spearman SIS",25,0.001,0.00201005025125628,1
"Nonparametric nonlinear","Spearman SIS",25,0.005,0.00804020100502513,1
"Nonparametric nonlinear","Spearman SIS",25,0.01,0.0150753768844221,1
"Nonparametric nonlinear","Spearman SIS",25,0.025,0.0311557788944724,1
"Nonparametric nonlinear","Spearman SIS",25,0.05,0.0552763819095477,1
"Nonparametric nonlinear","Spearman SIS",25,0.1,0.109547738693467,1
"Nonparametric nonlinear","Spearman SIS",25,0.2,0.203015075376884,1
"Nonparametric nonlinear","Spearman SIS",25,0.3,0.299497487437186,1
"Nonparametric nonlinear","mfscreen",26,0.001,0.00100502512562814,0
"Nonparametric nonlinear","mfscreen",26,0.005,0.00804020100502513,0
"Nonparametric nonlinear","mfscreen",26,0.01,0.0160804020100503,0
"Nonparametric nonlinear","mfscreen",26,0.025,0.0251256281407035,0
"Nonparametric nonlinear","mfscreen",26,0.05,0.0512562814070352,0
"Nonparametric nonlinear","mfscreen",26,0.1,0.0984924623115578,1
"Nonparametric nonlinear","mfscreen",26,0.2,0.18391959798995,1
"Nonparametric nonlinear","mfscreen",26,0.3,0.283417085427136,1
"Nonparametric nonlinear","Pearson SIS",26,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Pearson SIS",26,0.005,0.00804020100502513,0
"Nonparametric nonlinear","Pearson SIS",26,0.01,0.0130653266331658,0
"Nonparametric nonlinear","Pearson SIS",26,0.025,0.0281407035175879,0
"Nonparametric nonlinear","Pearson SIS",26,0.05,0.0492462311557789,1
"Nonparametric nonlinear","Pearson SIS",26,0.1,0.100502512562814,1
"Nonparametric nonlinear","Pearson SIS",26,0.2,0.179899497487437,1
"Nonparametric nonlinear","Pearson SIS",26,0.3,0.282412060301508,1
"Nonparametric nonlinear","Spearman SIS",26,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Spearman SIS",26,0.005,0.00603015075376884,0
"Nonparametric nonlinear","Spearman SIS",26,0.01,0.0100502512562814,0
"Nonparametric nonlinear","Spearman SIS",26,0.025,0.0271356783919598,0
"Nonparametric nonlinear","Spearman SIS",26,0.05,0.0582914572864322,0
"Nonparametric nonlinear","Spearman SIS",26,0.1,0.10251256281407,1
"Nonparametric nonlinear","Spearman SIS",26,0.2,0.197989949748744,1
"Nonparametric nonlinear","Spearman SIS",26,0.3,0.299497487437186,1
"Nonparametric nonlinear","mfscreen",27,0.001,0.00100502512562814,1
"Nonparametric nonlinear","mfscreen",27,0.005,0.0050251256281407,1
"Nonparametric nonlinear","mfscreen",27,0.01,0.00904522613065327,1
"Nonparametric nonlinear","mfscreen",27,0.025,0.0271356783919598,1
"Nonparametric nonlinear","mfscreen",27,0.05,0.0522613065326633,1
"Nonparametric nonlinear","mfscreen",27,0.1,0.106532663316583,1
"Nonparametric nonlinear","mfscreen",27,0.2,0.18391959798995,1
"Nonparametric nonlinear","mfscreen",27,0.3,0.287437185929648,1
"Nonparametric nonlinear","Pearson SIS",27,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Pearson SIS",27,0.005,0.00603015075376884,1
"Nonparametric nonlinear","Pearson SIS",27,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Pearson SIS",27,0.025,0.0261306532663317,1
"Nonparametric nonlinear","Pearson SIS",27,0.05,0.0532663316582915,1
"Nonparametric nonlinear","Pearson SIS",27,0.1,0.104522613065327,1
"Nonparametric nonlinear","Pearson SIS",27,0.2,0.18391959798995,1
"Nonparametric nonlinear","Pearson SIS",27,0.3,0.280402010050251,1
"Nonparametric nonlinear","Spearman SIS",27,0.001,0.00201005025125628,1
"Nonparametric nonlinear","Spearman SIS",27,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Spearman SIS",27,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Spearman SIS",27,0.025,0.0261306532663317,1
"Nonparametric nonlinear","Spearman SIS",27,0.05,0.0542713567839196,1
"Nonparametric nonlinear","Spearman SIS",27,0.1,0.101507537688442,1
"Nonparametric nonlinear","Spearman SIS",27,0.2,0.195979899497487,1
"Nonparametric nonlinear","Spearman SIS",27,0.3,0.28643216080402,1
"Nonparametric nonlinear","mfscreen",28,0.001,0,0
"Nonparametric nonlinear","mfscreen",28,0.005,0.0050251256281407,0
"Nonparametric nonlinear","mfscreen",28,0.01,0.0100502512562814,0
"Nonparametric nonlinear","mfscreen",28,0.025,0.0251256281407035,0
"Nonparametric nonlinear","mfscreen",28,0.05,0.0482412060301508,1
"Nonparametric nonlinear","mfscreen",28,0.1,0.0954773869346734,1
"Nonparametric nonlinear","mfscreen",28,0.2,0.212060301507538,1
"Nonparametric nonlinear","mfscreen",28,0.3,0.32964824120603,1
"Nonparametric nonlinear","Pearson SIS",28,0.001,0,0
"Nonparametric nonlinear","Pearson SIS",28,0.005,0.00402010050251256,0
"Nonparametric nonlinear","Pearson SIS",28,0.01,0.00904522613065327,0
"Nonparametric nonlinear","Pearson SIS",28,0.025,0.0261306532663317,0
"Nonparametric nonlinear","Pearson SIS",28,0.05,0.0462311557788945,0
"Nonparametric nonlinear","Pearson SIS",28,0.1,0.0984924623115578,1
"Nonparametric nonlinear","Pearson SIS",28,0.2,0.205025125628141,1
"Nonparametric nonlinear","Pearson SIS",28,0.3,0.324623115577889,1
"Nonparametric nonlinear","Spearman SIS",28,0.001,0,0
"Nonparametric nonlinear","Spearman SIS",28,0.005,0.00301507537688442,0
"Nonparametric nonlinear","Spearman SIS",28,0.01,0.00603015075376884,0
"Nonparametric nonlinear","Spearman SIS",28,0.025,0.0241206030150754,0
"Nonparametric nonlinear","Spearman SIS",28,0.05,0.0542713567839196,0
"Nonparametric nonlinear","Spearman SIS",28,0.1,0.109547738693467,1
"Nonparametric nonlinear","Spearman SIS",28,0.2,0.206030150753769,1
"Nonparametric nonlinear","Spearman SIS",28,0.3,0.318592964824121,1
"Nonparametric nonlinear","mfscreen",29,0.001,0.00100502512562814,0
"Nonparametric nonlinear","mfscreen",29,0.005,0.00402010050251256,0
"Nonparametric nonlinear","mfscreen",29,0.01,0.0100502512562814,0
"Nonparametric nonlinear","mfscreen",29,0.025,0.0281407035175879,0
"Nonparametric nonlinear","mfscreen",29,0.05,0.0552763819095477,0
"Nonparametric nonlinear","mfscreen",29,0.1,0.0864321608040201,1
"Nonparametric nonlinear","mfscreen",29,0.2,0.186934673366834,1
"Nonparametric nonlinear","mfscreen",29,0.3,0.277386934673367,1
"Nonparametric nonlinear","Pearson SIS",29,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Pearson SIS",29,0.005,0.00402010050251256,0
"Nonparametric nonlinear","Pearson SIS",29,0.01,0.0100502512562814,0
"Nonparametric nonlinear","Pearson SIS",29,0.025,0.0291457286432161,0
"Nonparametric nonlinear","Pearson SIS",29,0.05,0.057286432160804,0
"Nonparametric nonlinear","Pearson SIS",29,0.1,0.0884422110552764,1
"Nonparametric nonlinear","Pearson SIS",29,0.2,0.180904522613065,1
"Nonparametric nonlinear","Pearson SIS",29,0.3,0.279396984924623,1
"Nonparametric nonlinear","Spearman SIS",29,0.001,0.00201005025125628,0
"Nonparametric nonlinear","Spearman SIS",29,0.005,0.00402010050251256,0
"Nonparametric nonlinear","Spearman SIS",29,0.01,0.00904522613065327,0
"Nonparametric nonlinear","Spearman SIS",29,0.025,0.0281407035175879,1
"Nonparametric nonlinear","Spearman SIS",29,0.05,0.0512562814070352,1
"Nonparametric nonlinear","Spearman SIS",29,0.1,0.0954773869346734,1
"Nonparametric nonlinear","Spearman SIS",29,0.2,0.192964824120603,1
"Nonparametric nonlinear","Spearman SIS",29,0.3,0.280402010050251,1
"Nonparametric nonlinear","mfscreen",30,0.001,0.00100502512562814,1
"Nonparametric nonlinear","mfscreen",30,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",30,0.01,0.0110552763819095,1
"Nonparametric nonlinear","mfscreen",30,0.025,0.0271356783919598,1
"Nonparametric nonlinear","mfscreen",30,0.05,0.0452261306532663,1
"Nonparametric nonlinear","mfscreen",30,0.1,0.101507537688442,1
"Nonparametric nonlinear","mfscreen",30,0.2,0.210050251256281,1
"Nonparametric nonlinear","mfscreen",30,0.3,0.333668341708543,1
"Nonparametric nonlinear","Pearson SIS",30,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",30,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Pearson SIS",30,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Pearson SIS",30,0.025,0.0251256281407035,1
"Nonparametric nonlinear","Pearson SIS",30,0.05,0.0442211055276382,1
"Nonparametric nonlinear","Pearson SIS",30,0.1,0.100502512562814,1
"Nonparametric nonlinear","Pearson SIS",30,0.2,0.207035175879397,1
"Nonparametric nonlinear","Pearson SIS",30,0.3,0.332663316582915,1
"Nonparametric nonlinear","Spearman SIS",30,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",30,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Spearman SIS",30,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Spearman SIS",30,0.025,0.021105527638191,1
"Nonparametric nonlinear","Spearman SIS",30,0.05,0.0492462311557789,1
"Nonparametric nonlinear","Spearman SIS",30,0.1,0.109547738693467,1
"Nonparametric nonlinear","Spearman SIS",30,0.2,0.21105527638191,1
"Nonparametric nonlinear","Spearman SIS",30,0.3,0.310552763819095,1
"Nonparametric nonlinear","mfscreen",31,0.001,0.00100502512562814,1
"Nonparametric nonlinear","mfscreen",31,0.005,0.0050251256281407,1
"Nonparametric nonlinear","mfscreen",31,0.01,0.014070351758794,1
"Nonparametric nonlinear","mfscreen",31,0.025,0.0331658291457286,1
"Nonparametric nonlinear","mfscreen",31,0.05,0.064321608040201,1
"Nonparametric nonlinear","mfscreen",31,0.1,0.121608040201005,1
"Nonparametric nonlinear","mfscreen",31,0.2,0.228140703517588,1
"Nonparametric nonlinear","mfscreen",31,0.3,0.332663316582915,1
"Nonparametric nonlinear","Pearson SIS",31,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Pearson SIS",31,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Pearson SIS",31,0.01,0.0120603015075377,1
"Nonparametric nonlinear","Pearson SIS",31,0.025,0.0311557788944724,1
"Nonparametric nonlinear","Pearson SIS",31,0.05,0.0663316582914573,1
"Nonparametric nonlinear","Pearson SIS",31,0.1,0.117587939698492,1
"Nonparametric nonlinear","Pearson SIS",31,0.2,0.224120603015075,1
"Nonparametric nonlinear","Pearson SIS",31,0.3,0.332663316582915,1
"Nonparametric nonlinear","Spearman SIS",31,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",31,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Spearman SIS",31,0.01,0.00804020100502513,1
"Nonparametric nonlinear","Spearman SIS",31,0.025,0.0311557788944724,1
"Nonparametric nonlinear","Spearman SIS",31,0.05,0.0653266331658292,1
"Nonparametric nonlinear","Spearman SIS",31,0.1,0.117587939698492,1
"Nonparametric nonlinear","Spearman SIS",31,0.2,0.219095477386935,1
"Nonparametric nonlinear","Spearman SIS",31,0.3,0.322613065326633,1
"Nonparametric nonlinear","mfscreen",32,0.001,0,1
"Nonparametric nonlinear","mfscreen",32,0.005,0.00703517587939699,1
"Nonparametric nonlinear","mfscreen",32,0.01,0.00904522613065327,1
"Nonparametric nonlinear","mfscreen",32,0.025,0.0241206030150754,1
"Nonparametric nonlinear","mfscreen",32,0.05,0.0422110552763819,1
"Nonparametric nonlinear","mfscreen",32,0.1,0.0934673366834171,1
"Nonparametric nonlinear","mfscreen",32,0.2,0.212060301507538,1
"Nonparametric nonlinear","mfscreen",32,0.3,0.30251256281407,1
"Nonparametric nonlinear","Pearson SIS",32,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",32,0.005,0.00703517587939699,1
"Nonparametric nonlinear","Pearson SIS",32,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Pearson SIS",32,0.025,0.021105527638191,1
"Nonparametric nonlinear","Pearson SIS",32,0.05,0.0452261306532663,1
"Nonparametric nonlinear","Pearson SIS",32,0.1,0.0954773869346734,1
"Nonparametric nonlinear","Pearson SIS",32,0.2,0.21105527638191,1
"Nonparametric nonlinear","Pearson SIS",32,0.3,0.30251256281407,1
"Nonparametric nonlinear","Spearman SIS",32,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",32,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Spearman SIS",32,0.01,0.00703517587939699,1
"Nonparametric nonlinear","Spearman SIS",32,0.025,0.0231155778894472,1
"Nonparametric nonlinear","Spearman SIS",32,0.05,0.0462311557788945,1
"Nonparametric nonlinear","Spearman SIS",32,0.1,0.0984924623115578,1
"Nonparametric nonlinear","Spearman SIS",32,0.2,0.203015075376884,1
"Nonparametric nonlinear","Spearman SIS",32,0.3,0.298492462311558,1
"Nonparametric nonlinear","mfscreen",33,0.001,0.00201005025125628,0
"Nonparametric nonlinear","mfscreen",33,0.005,0.00201005025125628,1
"Nonparametric nonlinear","mfscreen",33,0.01,0.00603015075376884,1
"Nonparametric nonlinear","mfscreen",33,0.025,0.0231155778894472,1
"Nonparametric nonlinear","mfscreen",33,0.05,0.0452261306532663,1
"Nonparametric nonlinear","mfscreen",33,0.1,0.10251256281407,1
"Nonparametric nonlinear","mfscreen",33,0.2,0.218090452261307,1
"Nonparametric nonlinear","mfscreen",33,0.3,0.321608040201005,1
"Nonparametric nonlinear","Pearson SIS",33,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Pearson SIS",33,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Pearson SIS",33,0.01,0.00603015075376884,1
"Nonparametric nonlinear","Pearson SIS",33,0.025,0.0231155778894472,1
"Nonparametric nonlinear","Pearson SIS",33,0.05,0.0472361809045226,1
"Nonparametric nonlinear","Pearson SIS",33,0.1,0.0964824120603015,1
"Nonparametric nonlinear","Pearson SIS",33,0.2,0.219095477386935,1
"Nonparametric nonlinear","Pearson SIS",33,0.3,0.319597989949749,1
"Nonparametric nonlinear","Spearman SIS",33,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Spearman SIS",33,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Spearman SIS",33,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Spearman SIS",33,0.025,0.0241206030150754,1
"Nonparametric nonlinear","Spearman SIS",33,0.05,0.0452261306532663,1
"Nonparametric nonlinear","Spearman SIS",33,0.1,0.0984924623115578,1
"Nonparametric nonlinear","Spearman SIS",33,0.2,0.195979899497487,1
"Nonparametric nonlinear","Spearman SIS",33,0.3,0.301507537688442,1
"Nonparametric nonlinear","mfscreen",34,0.001,0,1
"Nonparametric nonlinear","mfscreen",34,0.005,0.00201005025125628,1
"Nonparametric nonlinear","mfscreen",34,0.01,0.00804020100502513,1
"Nonparametric nonlinear","mfscreen",34,0.025,0.0231155778894472,1
"Nonparametric nonlinear","mfscreen",34,0.05,0.0391959798994975,1
"Nonparametric nonlinear","mfscreen",34,0.1,0.0964824120603015,1
"Nonparametric nonlinear","mfscreen",34,0.2,0.18894472361809,1
"Nonparametric nonlinear","mfscreen",34,0.3,0.281407035175879,1
"Nonparametric nonlinear","Pearson SIS",34,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",34,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Pearson SIS",34,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Pearson SIS",34,0.025,0.0201005025125628,1
"Nonparametric nonlinear","Pearson SIS",34,0.05,0.0361809045226131,1
"Nonparametric nonlinear","Pearson SIS",34,0.1,0.0934673366834171,1
"Nonparametric nonlinear","Pearson SIS",34,0.2,0.189949748743719,1
"Nonparametric nonlinear","Pearson SIS",34,0.3,0.281407035175879,1
"Nonparametric nonlinear","Spearman SIS",34,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",34,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Spearman SIS",34,0.01,0.00904522613065327,1
"Nonparametric nonlinear","Spearman SIS",34,0.025,0.0221105527638191,1
