"model","method","replication","q","fpr","ssp"
"Nonparametric nonlinear","Pearson SIS",67,0.05,0.0482412060301508,1
"Nonparametric nonlinear","Pearson SIS",67,0.1,0.101507537688442,1
"Nonparametric nonlinear","Pearson SIS",67,0.2,0.181909547738693,1
"Nonparametric nonlinear","Pearson SIS",67,0.3,0.275376884422111,1
"Nonparametric nonlinear","Spearman SIS",67,0.001,0.00201005025125628,1
"Nonparametric nonlinear","Spearman SIS",67,0.005,0.00603015075376884,1
"Nonparametric nonlinear","Spearman SIS",67,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Spearman SIS",67,0.025,0.0241206030150754,1
"Nonparametric nonlinear","Spearman SIS",67,0.05,0.0552763819095477,1
"Nonparametric nonlinear","Spearman SIS",67,0.1,0.111557788944724,1
"Nonparametric nonlinear","Spearman SIS",67,0.2,0.190954773869347,1
"Nonparametric nonlinear","Spearman SIS",67,0.3,0.28643216080402,1
"Nonparametric nonlinear","mfscreen",68,0.001,0.00100502512562814,1
"Nonparametric nonlinear","mfscreen",68,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",68,0.01,0.0100502512562814,1
"Nonparametric nonlinear","mfscreen",68,0.025,0.0261306532663317,1
"Nonparametric nonlinear","mfscreen",68,0.05,0.0462311557788945,1
"Nonparametric nonlinear","mfscreen",68,0.1,0.0954773869346734,1
"Nonparametric nonlinear","mfscreen",68,0.2,0.195979899497487,1
"Nonparametric nonlinear","mfscreen",68,0.3,0.306532663316583,1
"Nonparametric nonlinear","Pearson SIS",68,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Pearson SIS",68,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Pearson SIS",68,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Pearson SIS",68,0.025,0.0231155778894472,1
"Nonparametric nonlinear","Pearson SIS",68,0.05,0.0462311557788945,1
"Nonparametric nonlinear","Pearson SIS",68,0.1,0.0904522613065327,1
"Nonparametric nonlinear","Pearson SIS",68,0.2,0.194974874371859,1
"Nonparametric nonlinear","Pearson SIS",68,0.3,0.299497487437186,1
"Nonparametric nonlinear","Spearman SIS",68,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",68,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Spearman SIS",68,0.01,0.00703517587939699,1
"Nonparametric nonlinear","Spearman SIS",68,0.025,0.0180904522613065,1
"Nonparametric nonlinear","Spearman SIS",68,0.05,0.0412060301507538,1
"Nonparametric nonlinear","Spearman SIS",68,0.1,0.0904522613065327,1
"Nonparametric nonlinear","Spearman SIS",68,0.2,0.209045226130653,1
"Nonparametric nonlinear","Spearman SIS",68,0.3,0.303517587939699,1
"Nonparametric nonlinear","mfscreen",69,0.001,0,0
"Nonparametric nonlinear","mfscreen",69,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",69,0.01,0.0120603015075377,1
"Nonparametric nonlinear","mfscreen",69,0.025,0.0251256281407035,1
"Nonparametric nonlinear","mfscreen",69,0.05,0.057286432160804,1
"Nonparametric nonlinear","mfscreen",69,0.1,0.103517587939698,1
"Nonparametric nonlinear","mfscreen",69,0.2,0.197989949748744,1
"Nonparametric nonlinear","mfscreen",69,0.3,0.28643216080402,1
"Nonparametric nonlinear","Pearson SIS",69,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",69,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Pearson SIS",69,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Pearson SIS",69,0.025,0.021105527638191,1
"Nonparametric nonlinear","Pearson SIS",69,0.05,0.0542713567839196,1
"Nonparametric nonlinear","Pearson SIS",69,0.1,0.103517587939698,1
"Nonparametric nonlinear","Pearson SIS",69,0.2,0.195979899497487,1
"Nonparametric nonlinear","Pearson SIS",69,0.3,0.283417085427136,1
"Nonparametric nonlinear","Spearman SIS",69,0.001,0,0
"Nonparametric nonlinear","Spearman SIS",69,0.005,0.00603015075376884,1
"Nonparametric nonlinear","Spearman SIS",69,0.01,0.00804020100502513,1
"Nonparametric nonlinear","Spearman SIS",69,0.025,0.0341708542713568,1
"Nonparametric nonlinear","Spearman SIS",69,0.05,0.0663316582914573,1
"Nonparametric nonlinear","Spearman SIS",69,0.1,0.0994974874371859,1
"Nonparametric nonlinear","Spearman SIS",69,0.2,0.212060301507538,1
"Nonparametric nonlinear","Spearman SIS",69,0.3,0.307537688442211,1
"Nonparametric nonlinear","mfscreen",70,0.001,0.00201005025125628,0
"Nonparametric nonlinear","mfscreen",70,0.005,0.00804020100502513,0
"Nonparametric nonlinear","mfscreen",70,0.01,0.0120603015075377,0
"Nonparametric nonlinear","mfscreen",70,0.025,0.0241206030150754,1
"Nonparametric nonlinear","mfscreen",70,0.05,0.0492462311557789,1
"Nonparametric nonlinear","mfscreen",70,0.1,0.107537688442211,1
"Nonparametric nonlinear","mfscreen",70,0.2,0.196984924623116,1
"Nonparametric nonlinear","mfscreen",70,0.3,0.303517587939699,1
"Nonparametric nonlinear","Pearson SIS",70,0.001,0.00201005025125628,0
"Nonparametric nonlinear","Pearson SIS",70,0.005,0.00603015075376884,0
"Nonparametric nonlinear","Pearson SIS",70,0.01,0.0120603015075377,0
"Nonparametric nonlinear","Pearson SIS",70,0.025,0.0221105527638191,1
"Nonparametric nonlinear","Pearson SIS",70,0.05,0.0472361809045226,1
"Nonparametric nonlinear","Pearson SIS",70,0.1,0.103517587939698,1
"Nonparametric nonlinear","Pearson SIS",70,0.2,0.197989949748744,1
"Nonparametric nonlinear","Pearson SIS",70,0.3,0.298492462311558,1
"Nonparametric nonlinear","Spearman SIS",70,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Spearman SIS",70,0.005,0.00603015075376884,0
"Nonparametric nonlinear","Spearman SIS",70,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Spearman SIS",70,0.025,0.0190954773869347,1
"Nonparametric nonlinear","Spearman SIS",70,0.05,0.0422110552763819,1
"Nonparametric nonlinear","Spearman SIS",70,0.1,0.104522613065327,1
"Nonparametric nonlinear","Spearman SIS",70,0.2,0.193969849246231,1
"Nonparametric nonlinear","Spearman SIS",70,0.3,0.295477386934673,1
"Nonparametric nonlinear","mfscreen",71,0.001,0,1
"Nonparametric nonlinear","mfscreen",71,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",71,0.01,0.00703517587939699,1
"Nonparametric nonlinear","mfscreen",71,0.025,0.0241206030150754,1
"Nonparametric nonlinear","mfscreen",71,0.05,0.057286432160804,1
"Nonparametric nonlinear","mfscreen",71,0.1,0.10251256281407,1
"Nonparametric nonlinear","mfscreen",71,0.2,0.192964824120603,1
"Nonparametric nonlinear","mfscreen",71,0.3,0.289447236180905,1
"Nonparametric nonlinear","Pearson SIS",71,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",71,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Pearson SIS",71,0.01,0.00804020100502513,1
"Nonparametric nonlinear","Pearson SIS",71,0.025,0.0231155778894472,1
"Nonparametric nonlinear","Pearson SIS",71,0.05,0.057286432160804,1
"Nonparametric nonlinear","Pearson SIS",71,0.1,0.101507537688442,1
"Nonparametric nonlinear","Pearson SIS",71,0.2,0.194974874371859,1
"Nonparametric nonlinear","Pearson SIS",71,0.3,0.288442211055276,1
"Nonparametric nonlinear","Spearman SIS",71,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",71,0.005,0.00603015075376884,1
"Nonparametric nonlinear","Spearman SIS",71,0.01,0.014070351758794,1
"Nonparametric nonlinear","Spearman SIS",71,0.025,0.0301507537688442,1
"Nonparametric nonlinear","Spearman SIS",71,0.05,0.0532663316582915,1
"Nonparametric nonlinear","Spearman SIS",71,0.1,0.100502512562814,1
"Nonparametric nonlinear","Spearman SIS",71,0.2,0.197989949748744,1
"Nonparametric nonlinear","Spearman SIS",71,0.3,0.308542713567839,1
"Nonparametric nonlinear","mfscreen",72,0.001,0,0
"Nonparametric nonlinear","mfscreen",72,0.005,0.00402010050251256,0
"Nonparametric nonlinear","mfscreen",72,0.01,0.00904522613065327,1
"Nonparametric nonlinear","mfscreen",72,0.025,0.0251256281407035,1
"Nonparametric nonlinear","mfscreen",72,0.05,0.0492462311557789,1
"Nonparametric nonlinear","mfscreen",72,0.1,0.0974874371859296,1
"Nonparametric nonlinear","mfscreen",72,0.2,0.18391959798995,1
"Nonparametric nonlinear","mfscreen",72,0.3,0.280402010050251,1
"Nonparametric nonlinear","Pearson SIS",72,0.001,0,0
"Nonparametric nonlinear","Pearson SIS",72,0.005,0.00301507537688442,0
"Nonparametric nonlinear","Pearson SIS",72,0.01,0.00703517587939699,1
"Nonparametric nonlinear","Pearson SIS",72,0.025,0.0201005025125628,1
"Nonparametric nonlinear","Pearson SIS",72,0.05,0.0482412060301508,1
"Nonparametric nonlinear","Pearson SIS",72,0.1,0.0974874371859296,1
"Nonparametric nonlinear","Pearson SIS",72,0.2,0.182914572864322,1
"Nonparametric nonlinear","Pearson SIS",72,0.3,0.277386934673367,1
"Nonparametric nonlinear","Spearman SIS",72,0.001,0,0
"Nonparametric nonlinear","Spearman SIS",72,0.005,0.0050251256281407,0
"Nonparametric nonlinear","Spearman SIS",72,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Spearman SIS",72,0.025,0.021105527638191,1
"Nonparametric nonlinear","Spearman SIS",72,0.05,0.0391959798994975,1
"Nonparametric nonlinear","Spearman SIS",72,0.1,0.0964824120603015,1
"Nonparametric nonlinear","Spearman SIS",72,0.2,0.193969849246231,1
"Nonparametric nonlinear","Spearman SIS",72,0.3,0.285427135678392,1
"Nonparametric nonlinear","mfscreen",73,0.001,0,1
"Nonparametric nonlinear","mfscreen",73,0.005,0.00201005025125628,1
"Nonparametric nonlinear","mfscreen",73,0.01,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",73,0.025,0.0190954773869347,1
"Nonparametric nonlinear","mfscreen",73,0.05,0.0381909547738693,1
"Nonparametric nonlinear","mfscreen",73,0.1,0.0894472361809045,1
"Nonparametric nonlinear","mfscreen",73,0.2,0.201005025125628,1
"Nonparametric nonlinear","mfscreen",73,0.3,0.300502512562814,1
"Nonparametric nonlinear","Pearson SIS",73,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",73,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Pearson SIS",73,0.01,0.00703517587939699,1
"Nonparametric nonlinear","Pearson SIS",73,0.025,0.0190954773869347,1
"Nonparametric nonlinear","Pearson SIS",73,0.05,0.0381909547738693,1
"Nonparametric nonlinear","Pearson SIS",73,0.1,0.0874371859296482,1
"Nonparametric nonlinear","Pearson SIS",73,0.2,0.198994974874372,1
"Nonparametric nonlinear","Pearson SIS",73,0.3,0.29748743718593,1
"Nonparametric nonlinear","Spearman SIS",73,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",73,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Spearman SIS",73,0.01,0.00703517587939699,1
"Nonparametric nonlinear","Spearman SIS",73,0.025,0.0180904522613065,1
"Nonparametric nonlinear","Spearman SIS",73,0.05,0.0452261306532663,1
"Nonparametric nonlinear","Spearman SIS",73,0.1,0.101507537688442,1
"Nonparametric nonlinear","Spearman SIS",73,0.2,0.207035175879397,1
"Nonparametric nonlinear","Spearman SIS",73,0.3,0.29748743718593,1
"Nonparametric nonlinear","mfscreen",74,0.001,0.00100502512562814,1
"Nonparametric nonlinear","mfscreen",74,0.005,0.0050251256281407,1
"Nonparametric nonlinear","mfscreen",74,0.01,0.0130653266331658,1
"Nonparametric nonlinear","mfscreen",74,0.025,0.0301507537688442,1
"Nonparametric nonlinear","mfscreen",74,0.05,0.0452261306532663,1
"Nonparametric nonlinear","mfscreen",74,0.1,0.0984924623115578,1
"Nonparametric nonlinear","mfscreen",74,0.2,0.208040201005025,1
"Nonparametric nonlinear","mfscreen",74,0.3,0.296482412060302,1
"Nonparametric nonlinear","Pearson SIS",74,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Pearson SIS",74,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Pearson SIS",74,0.01,0.00904522613065327,1
"Nonparametric nonlinear","Pearson SIS",74,0.025,0.0281407035175879,1
"Nonparametric nonlinear","Pearson SIS",74,0.05,0.0442211055276382,1
"Nonparametric nonlinear","Pearson SIS",74,0.1,0.0974874371859296,1
"Nonparametric nonlinear","Pearson SIS",74,0.2,0.2,1
"Nonparametric nonlinear","Pearson SIS",74,0.3,0.296482412060302,1
"Nonparametric nonlinear","Spearman SIS",74,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Spearman SIS",74,0.005,0.00603015075376884,1
"Nonparametric nonlinear","Spearman SIS",74,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Spearman SIS",74,0.025,0.0271356783919598,1
"Nonparametric nonlinear","Spearman SIS",74,0.05,0.0492462311557789,1
"Nonparametric nonlinear","Spearman SIS",74,0.1,0.0934673366834171,1
"Nonparametric nonlinear","Spearman SIS",74,0.2,0.209045226130653,1
"Nonparametric nonlinear","Spearman SIS",74,0.3,0.308542713567839,1
"Nonparametric nonlinear","mfscreen",75,0.001,0,1
"Nonparametric nonlinear","mfscreen",75,0.005,0.00201005025125628,1
"Nonparametric nonlinear","mfscreen",75,0.01,0.0050251256281407,1
"Nonparametric nonlinear","mfscreen",75,0.025,0.0201005025125628,1
"Nonparametric nonlinear","mfscreen",75,0.05,0.0512562814070352,1
"Nonparametric nonlinear","mfscreen",75,0.1,0.106532663316583,1
"Nonparametric nonlinear","mfscreen",75,0.2,0.201005025125628,1
"Nonparametric nonlinear","mfscreen",75,0.3,0.301507537688442,1
"Nonparametric nonlinear","Pearson SIS",75,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",75,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Pearson SIS",75,0.01,0.00603015075376884,1
"Nonparametric nonlinear","Pearson SIS",75,0.025,0.021105527638191,1
"Nonparametric nonlinear","Pearson SIS",75,0.05,0.0482412060301508,1
"Nonparametric nonlinear","Pearson SIS",75,0.1,0.107537688442211,1
"Nonparametric nonlinear","Pearson SIS",75,0.2,0.201005025125628,1
"Nonparametric nonlinear","Pearson SIS",75,0.3,0.299497487437186,1
"Nonparametric nonlinear","Spearman SIS",75,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",75,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Spearman SIS",75,0.01,0.00402010050251256,1
"Nonparametric nonlinear","Spearman SIS",75,0.025,0.021105527638191,1
"Nonparametric nonlinear","Spearman SIS",75,0.05,0.0442211055276382,1
"Nonparametric nonlinear","Spearman SIS",75,0.1,0.0884422110552764,1
"Nonparametric nonlinear","Spearman SIS",75,0.2,0.203015075376884,1
"Nonparametric nonlinear","Spearman SIS",75,0.3,0.307537688442211,1
"Nonparametric nonlinear","mfscreen",76,0.001,0,0
"Nonparametric nonlinear","mfscreen",76,0.005,0.00301507537688442,0
"Nonparametric nonlinear","mfscreen",76,0.01,0.00703517587939699,0
"Nonparametric nonlinear","mfscreen",76,0.025,0.0221105527638191,1
"Nonparametric nonlinear","mfscreen",76,0.05,0.0462311557788945,1
"Nonparametric nonlinear","mfscreen",76,0.1,0.0814070351758794,1
"Nonparametric nonlinear","mfscreen",76,0.2,0.186934673366834,1
"Nonparametric nonlinear","mfscreen",76,0.3,0.274371859296482,1
"Nonparametric nonlinear","Pearson SIS",76,0.001,0,0
"Nonparametric nonlinear","Pearson SIS",76,0.005,0.00201005025125628,0
"Nonparametric nonlinear","Pearson SIS",76,0.01,0.00703517587939699,0
"Nonparametric nonlinear","Pearson SIS",76,0.025,0.0221105527638191,1
"Nonparametric nonlinear","Pearson SIS",76,0.05,0.0472361809045226,1
"Nonparametric nonlinear","Pearson SIS",76,0.1,0.0824120603015075,1
"Nonparametric nonlinear","Pearson SIS",76,0.2,0.184924623115578,1
"Nonparametric nonlinear","Pearson SIS",76,0.3,0.27035175879397,1
"Nonparametric nonlinear","Spearman SIS",76,0.001,0,0
"Nonparametric nonlinear","Spearman SIS",76,0.005,0.00301507537688442,0
"Nonparametric nonlinear","Spearman SIS",76,0.01,0.00804020100502513,0
"Nonparametric nonlinear","Spearman SIS",76,0.025,0.0180904522613065,0
"Nonparametric nonlinear","Spearman SIS",76,0.05,0.0442211055276382,1
"Nonparametric nonlinear","Spearman SIS",76,0.1,0.085427135678392,1
"Nonparametric nonlinear","Spearman SIS",76,0.2,0.191959798994975,1
"Nonparametric nonlinear","Spearman SIS",76,0.3,0.295477386934673,1
"Nonparametric nonlinear","mfscreen",77,0.001,0.00201005025125628,1
"Nonparametric nonlinear","mfscreen",77,0.005,0.0050251256281407,1
"Nonparametric nonlinear","mfscreen",77,0.01,0.0100502512562814,1
"Nonparametric nonlinear","mfscreen",77,0.025,0.0331658291457286,1
"Nonparametric nonlinear","mfscreen",77,0.05,0.0653266331658292,1
"Nonparametric nonlinear","mfscreen",77,0.1,0.116582914572864,1
"Nonparametric nonlinear","mfscreen",77,0.2,0.222110552763819,1
"Nonparametric nonlinear","mfscreen",77,0.3,0.320603015075377,1
"Nonparametric nonlinear","Pearson SIS",77,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Pearson SIS",77,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Pearson SIS",77,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Pearson SIS",77,0.025,0.0301507537688442,1
"Nonparametric nonlinear","Pearson SIS",77,0.05,0.064321608040201,1
"Nonparametric nonlinear","Pearson SIS",77,0.1,0.114572864321608,1
"Nonparametric nonlinear","Pearson SIS",77,0.2,0.224120603015075,1
"Nonparametric nonlinear","Pearson SIS",77,0.3,0.318592964824121,1
"Nonparametric nonlinear","Spearman SIS",77,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",77,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Spearman SIS",77,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Spearman SIS",77,0.025,0.0291457286432161,1
"Nonparametric nonlinear","Spearman SIS",77,0.05,0.0623115577889447,1
"Nonparametric nonlinear","Spearman SIS",77,0.1,0.11356783919598,1
"Nonparametric nonlinear","Spearman SIS",77,0.2,0.233165829145729,1
"Nonparametric nonlinear","Spearman SIS",77,0.3,0.326633165829146,1
"Nonparametric nonlinear","mfscreen",78,0.001,0.0050251256281407,1
"Nonparametric nonlinear","mfscreen",78,0.005,0.00904522613065327,1
"Nonparametric nonlinear","mfscreen",78,0.01,0.014070351758794,1
"Nonparametric nonlinear","mfscreen",78,0.025,0.0321608040201005,1
"Nonparametric nonlinear","mfscreen",78,0.05,0.0603015075376884,1
"Nonparametric nonlinear","mfscreen",78,0.1,0.115577889447236,1
"Nonparametric nonlinear","mfscreen",78,0.2,0.205025125628141,1
"Nonparametric nonlinear","mfscreen",78,0.3,0.292462311557789,1
"Nonparametric nonlinear","Pearson SIS",78,0.001,0.00402010050251256,1
"Nonparametric nonlinear","Pearson SIS",78,0.005,0.00804020100502513,1
"Nonparametric nonlinear","Pearson SIS",78,0.01,0.0130653266331658,1
"Nonparametric nonlinear","Pearson SIS",78,0.025,0.0341708542713568,1
"Nonparametric nonlinear","Pearson SIS",78,0.05,0.0623115577889447,1
"Nonparametric nonlinear","Pearson SIS",78,0.1,0.115577889447236,1
"Nonparametric nonlinear","Pearson SIS",78,0.2,0.198994974874372,1
"Nonparametric nonlinear","Pearson SIS",78,0.3,0.291457286432161,1
"Nonparametric nonlinear","Spearman SIS",78,0.001,0.00402010050251256,1
"Nonparametric nonlinear","Spearman SIS",78,0.005,0.00804020100502513,1
"Nonparametric nonlinear","Spearman SIS",78,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Spearman SIS",78,0.025,0.0291457286432161,1
"Nonparametric nonlinear","Spearman SIS",78,0.05,0.0633165829145729,1
"Nonparametric nonlinear","Spearman SIS",78,0.1,0.116582914572864,1
"Nonparametric nonlinear","Spearman SIS",78,0.2,0.212060301507538,1
"Nonparametric nonlinear","Spearman SIS",78,0.3,0.294472361809045,1
"Nonparametric nonlinear","mfscreen",79,0.001,0,1
"Nonparametric nonlinear","mfscreen",79,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",79,0.01,0.00804020100502513,1
"Nonparametric nonlinear","mfscreen",79,0.025,0.0160804020100503,1
"Nonparametric nonlinear","mfscreen",79,0.05,0.0412060301507538,1
"Nonparametric nonlinear","mfscreen",79,0.1,0.0934673366834171,1
"Nonparametric nonlinear","mfscreen",79,0.2,0.18894472361809,1
"Nonparametric nonlinear","mfscreen",79,0.3,0.277386934673367,1
"Nonparametric nonlinear","Pearson SIS",79,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Pearson SIS",79,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Pearson SIS",79,0.01,0.00603015075376884,1
"Nonparametric nonlinear","Pearson SIS",79,0.025,0.0180904522613065,1
"Nonparametric nonlinear","Pearson SIS",79,0.05,0.0391959798994975,1
"Nonparametric nonlinear","Pearson SIS",79,0.1,0.0944723618090452,1
"Nonparametric nonlinear","Pearson SIS",79,0.2,0.186934673366834,1
"Nonparametric nonlinear","Pearson SIS",79,0.3,0.280402010050251,1
"Nonparametric nonlinear","Spearman SIS",79,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",79,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Spearman SIS",79,0.01,0.00804020100502513,1
"Nonparametric nonlinear","Spearman SIS",79,0.025,0.0241206030150754,1
"Nonparametric nonlinear","Spearman SIS",79,0.05,0.0462311557788945,1
"Nonparametric nonlinear","Spearman SIS",79,0.1,0.0874371859296482,1
"Nonparametric nonlinear","Spearman SIS",79,0.2,0.184924623115578,1
"Nonparametric nonlinear","Spearman SIS",79,0.3,0.280402010050251,1
"Nonparametric nonlinear","mfscreen",80,0.001,0.00100502512562814,1
"Nonparametric nonlinear","mfscreen",80,0.005,0.0050251256281407,1
"Nonparametric nonlinear","mfscreen",80,0.01,0.00703517587939699,1
"Nonparametric nonlinear","mfscreen",80,0.025,0.0190954773869347,1
"Nonparametric nonlinear","mfscreen",80,0.05,0.0492462311557789,1
"Nonparametric nonlinear","mfscreen",80,0.1,0.100502512562814,1
"Nonparametric nonlinear","mfscreen",80,0.2,0.214070351758794,1
"Nonparametric nonlinear","mfscreen",80,0.3,0.318592964824121,1
"Nonparametric nonlinear","Pearson SIS",80,0.001,0.00201005025125628,1
"Nonparametric nonlinear","Pearson SIS",80,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Pearson SIS",80,0.01,0.0050251256281407,1
"Nonparametric nonlinear","Pearson SIS",80,0.025,0.021105527638191,1
"Nonparametric nonlinear","Pearson SIS",80,0.05,0.050251256281407,1
"Nonparametric nonlinear","Pearson SIS",80,0.1,0.0994974874371859,1
"Nonparametric nonlinear","Pearson SIS",80,0.2,0.213065326633166,1
"Nonparametric nonlinear","Pearson SIS",80,0.3,0.322613065326633,1
"Nonparametric nonlinear","Spearman SIS",80,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",80,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Spearman SIS",80,0.01,0.00904522613065327,1
"Nonparametric nonlinear","Spearman SIS",80,0.025,0.0311557788944724,1
"Nonparametric nonlinear","Spearman SIS",80,0.05,0.0512562814070352,1
"Nonparametric nonlinear","Spearman SIS",80,0.1,0.100502512562814,1
"Nonparametric nonlinear","Spearman SIS",80,0.2,0.218090452261307,1
"Nonparametric nonlinear","Spearman SIS",80,0.3,0.323618090452261,1
"Nonparametric nonlinear","mfscreen",81,0.001,0,1
"Nonparametric nonlinear","mfscreen",81,0.005,0.00301507537688442,1
"Nonparametric nonlinear","mfscreen",81,0.01,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",81,0.025,0.0190954773869347,1
"Nonparametric nonlinear","mfscreen",81,0.05,0.0452261306532663,1
"Nonparametric nonlinear","mfscreen",81,0.1,0.092462311557789,1
"Nonparametric nonlinear","mfscreen",81,0.2,0.193969849246231,1
"Nonparametric nonlinear","mfscreen",81,0.3,0.308542713567839,1
"Nonparametric nonlinear","Pearson SIS",81,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",81,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Pearson SIS",81,0.01,0.00402010050251256,1
"Nonparametric nonlinear","Pearson SIS",81,0.025,0.0180904522613065,1
"Nonparametric nonlinear","Pearson SIS",81,0.05,0.0402010050251256,1
"Nonparametric nonlinear","Pearson SIS",81,0.1,0.0934673366834171,1
"Nonparametric nonlinear","Pearson SIS",81,0.2,0.191959798994975,1
"Nonparametric nonlinear","Pearson SIS",81,0.3,0.305527638190955,1
"Nonparametric nonlinear","Spearman SIS",81,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",81,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Spearman SIS",81,0.01,0.00804020100502513,1
"Nonparametric nonlinear","Spearman SIS",81,0.025,0.0180904522613065,1
"Nonparametric nonlinear","Spearman SIS",81,0.05,0.0412060301507538,1
"Nonparametric nonlinear","Spearman SIS",81,0.1,0.0914572864321608,1
"Nonparametric nonlinear","Spearman SIS",81,0.2,0.196984924623116,1
"Nonparametric nonlinear","Spearman SIS",81,0.3,0.299497487437186,1
"Nonparametric nonlinear","mfscreen",82,0.001,0.00100502512562814,0
"Nonparametric nonlinear","mfscreen",82,0.005,0.00603015075376884,0
"Nonparametric nonlinear","mfscreen",82,0.01,0.014070351758794,0
"Nonparametric nonlinear","mfscreen",82,0.025,0.0341708542713568,0
"Nonparametric nonlinear","mfscreen",82,0.05,0.0592964824120603,1
"Nonparametric nonlinear","mfscreen",82,0.1,0.112562814070352,1
"Nonparametric nonlinear","mfscreen",82,0.2,0.209045226130653,1
"Nonparametric nonlinear","mfscreen",82,0.3,0.303517587939699,1
"Nonparametric nonlinear","Pearson SIS",82,0.001,0,0
"Nonparametric nonlinear","Pearson SIS",82,0.005,0.00402010050251256,0
"Nonparametric nonlinear","Pearson SIS",82,0.01,0.0120603015075377,0
"Nonparametric nonlinear","Pearson SIS",82,0.025,0.0321608040201005,0
"Nonparametric nonlinear","Pearson SIS",82,0.05,0.057286432160804,1
"Nonparametric nonlinear","Pearson SIS",82,0.1,0.112562814070352,1
"Nonparametric nonlinear","Pearson SIS",82,0.2,0.210050251256281,1
"Nonparametric nonlinear","Pearson SIS",82,0.3,0.29748743718593,1
"Nonparametric nonlinear","Spearman SIS",82,0.001,0,0
"Nonparametric nonlinear","Spearman SIS",82,0.005,0.00402010050251256,0
"Nonparametric nonlinear","Spearman SIS",82,0.01,0.0150753768844221,0
"Nonparametric nonlinear","Spearman SIS",82,0.025,0.0301507537688442,1
"Nonparametric nonlinear","Spearman SIS",82,0.05,0.057286432160804,1
"Nonparametric nonlinear","Spearman SIS",82,0.1,0.111557788944724,1
"Nonparametric nonlinear","Spearman SIS",82,0.2,0.203015075376884,1
"Nonparametric nonlinear","Spearman SIS",82,0.3,0.292462311557789,1
"Nonparametric nonlinear","mfscreen",83,0.001,0.00301507537688442,1
"Nonparametric nonlinear","mfscreen",83,0.005,0.0050251256281407,1
"Nonparametric nonlinear","mfscreen",83,0.01,0.014070351758794,1
"Nonparametric nonlinear","mfscreen",83,0.025,0.0341708542713568,1
"Nonparametric nonlinear","mfscreen",83,0.05,0.057286432160804,1
"Nonparametric nonlinear","mfscreen",83,0.1,0.100502512562814,1
"Nonparametric nonlinear","mfscreen",83,0.2,0.22713567839196,1
"Nonparametric nonlinear","mfscreen",83,0.3,0.316582914572864,1
"Nonparametric nonlinear","Pearson SIS",83,0.001,0.00301507537688442,1
"Nonparametric nonlinear","Pearson SIS",83,0.005,0.00603015075376884,1
"Nonparametric nonlinear","Pearson SIS",83,0.01,0.0130653266331658,1
